Zona;Localidade;Bairro;Nr Local;Local de Votação;Endereço;Seção;Agregadas;Qtd Aptos
1;BOA VISTA;CENTRO;1775;LOBO D'ALMADA E.E.;AV. BENJAMIM CONSTANT, 1453;800; ;0
1;BOA VISTA;CENTRO;1805;I.N.S.S. INSTITUTO NACIONAL DE SEGURIDADE SOCIAL;AVENIDA GLAYCON DE PAIVA, 132;87; ;241
1;BOA VISTA;CENTRO;1805;I.N.S.S. INSTITUTO NACIONAL DE SEGURIDADE SOCIAL;AVENIDA GLAYCON DE PAIVA, 132;328; ;249
1;BOA VISTA;CENTRO;1830;CENTRO EST. DE ATEND. ÀS PESSOAS COM SURDEZ PRINCESA ISABEL;AV. JAIME BRASIL, 493;88;89;353
1;BOA VISTA;CENTRO;1830;CENTRO EST. DE ATEND. ÀS PESSOAS COM SURDEZ PRINCESA ISABEL;AV. JAIME BRASIL, 493;266;446;351
1;BOA VISTA;CENTRO;1848;JUNTA COMERCIAL DE RORAIMA;AVENIDA JAIME BRASIL, 157;90; ;353
1;BOA VISTA;CENTRO;1996;S.E.F.A.Z. SECRETARIA DE ESTADO DA FAZENDA;PRACA DO CENTRO CIVICO, S/N;76;99;357
1;BOA VISTA;CENTRO;1996;S.E.F.A.Z. SECRETARIA DE ESTADO DA FAZENDA;PRACA DO CENTRO CIVICO, S/N;538;162;383
1;BOA VISTA;CENTRO;2208;OSVALDO CRUZ E.E.;AV. GETÚLIO VARGAS, 5364 - TEL. 3623 9574 - ORELHÃO;91; ;292
1;BOA VISTA;CENTRO;2208;OSVALDO CRUZ E.E.;AV. GETÚLIO VARGAS, 5364 - TEL. 3623 9574 - ORELHÃO;106; ;296
1;BOA VISTA;CENTRO;2208;OSVALDO CRUZ E.E.;AV. GETÚLIO VARGAS, 5364 - TEL. 3623 9574 - ORELHÃO;118; ;289
1;BOA VISTA;CENTRO;2208;OSVALDO CRUZ E.E.;AV. GETÚLIO VARGAS, 5364 - TEL. 3623 9574 - ORELHÃO;206; ;295
1;BOA VISTA;CENTRO;2208;OSVALDO CRUZ E.E.;AV. GETÚLIO VARGAS, 5364 - TEL. 3623 9574 - ORELHÃO;379; ;290
1;BOA VISTA;CENTRO;3395;COLMEIA CENTRO DE EDUCAÇÃO;RUA CEREJO CRUZ, 944;78;566;290
1;BOA VISTA;CENTRO;3395;COLMEIA CENTRO DE EDUCAÇÃO;RUA CEREJO CRUZ, 944;79; ;166
1;BOA VISTA;CENTRO;3395;COLMEIA CENTRO DE EDUCAÇÃO;RUA CEREJO CRUZ, 944;472;569;287
1;BOA VISTA;CENTRO;3778;ESCOLA ANJO DA GUARDA;AV. VILLE ROY, 6493;82;776;387
1;BOA VISTA;ESTADOS;2259;SILVIO LOFEGO BOTELHO C.S.;AVENIDA MINAS GERAIS,512;24; ;211
1;BOA VISTA;ESTADOS;2259;SILVIO LOFEGO BOTELHO C.S.;AVENIDA MINAS GERAIS,512;25; ;208
1;BOA VISTA;ESTADOS;2259;SILVIO LOFEGO BOTELHO C.S.;AVENIDA MINAS GERAIS,512;27; ;209
1;BOA VISTA;ESTADOS;2259;SILVIO LOFEGO BOTELHO C.S.;AVENIDA MINAS GERAIS,512;169; ;211
1;BOA VISTA;ESTADOS;2259;SILVIO LOFEGO BOTELHO C.S.;AVENIDA MINAS GERAIS,512;212; ;211
1;BOA VISTA;ESTADOS;2259;SILVIO LOFEGO BOTELHO C.S.;AVENIDA MINAS GERAIS,512;233; ;311
1;BOA VISTA;ESTADOS;2445;EDSONINA DE BARROS VILLA E.M.PROFª.;RUA AMAPA, 872;23; ;339
1;BOA VISTA;ESTADOS;2445;EDSONINA DE BARROS VILLA E.M.PROFª.;RUA AMAPA, 872;26; ;334
1;BOA VISTA;ESTADOS;2445;EDSONINA DE BARROS VILLA E.M.PROFª.;RUA AMAPA, 872;180; ;330
1;BOA VISTA;ESTADOS;2445;EDSONINA DE BARROS VILLA E.M.PROFª.;RUA AMAPA, 872;237; ;325
1;BOA VISTA;ESTADOS;2445;EDSONINA DE BARROS VILLA E.M.PROFª.;RUA AMAPA, 872;429; ;332
1;BOA VISTA;ESTADOS;2445;EDSONINA DE BARROS VILLA E.M.PROFª.;RUA AMAPA, 872;466; ;323
1;BOA VISTA;ESTADOS;2445;EDSONINA DE BARROS VILLA E.M.PROFª.;RUA AMAPA, 872;505; ;332
1;BOA VISTA;ESTADOS;2445;EDSONINA DE BARROS VILLA E.M.PROFª.;RUA AMAPA, 872;537; ;326
1;BOA VISTA;ESTADOS;2445;EDSONINA DE BARROS VILLA E.M.PROFª.;RUA AMAPA, 872;558; ;333
1;BOA VISTA;ESTADOS;2445;EDSONINA DE BARROS VILLA E.M.PROFª.;RUA AMAPA, 872;778; ;136
1;BOA VISTA;JARDIM FLORESTA;2330;ANTONIO FERREIRA DE SOUZA E.E.PROF.;RUA DOUTOR REINALDO NEVES, 558;226; ;336
1;BOA VISTA;JARDIM FLORESTA;2330;ANTONIO FERREIRA DE SOUZA E.E.PROF.;RUA DOUTOR REINALDO NEVES, 558;259; ;338
1;BOA VISTA;JARDIM FLORESTA;2330;ANTONIO FERREIRA DE SOUZA E.E.PROF.;RUA DOUTOR REINALDO NEVES, 558;309; ;337
1;BOA VISTA;JARDIM FLORESTA;2330;ANTONIO FERREIRA DE SOUZA E.E.PROF.;RUA DOUTOR REINALDO NEVES, 558;377; ;335
1;BOA VISTA;JARDIM FLORESTA;2330;ANTONIO FERREIRA DE SOUZA E.E.PROF.;RUA DOUTOR REINALDO NEVES, 558;489; ;336
1;BOA VISTA;JARDIM FLORESTA;3204;SEST/SENAT;AV. PRINCESA ISABEL, 1200;524;791;389
1;BOA VISTA;JARDIM FLORESTA;3204;SEST/SENAT;AV. PRINCESA ISABEL, 1200;557; ;362
1;BOA VISTA;JARDIM FLORESTA;3751;MARIA TERESA MACIEL DA SILVEIRA MELO E.M.;RUA SEVERINO CAETANO DA SILVA, 310;750; ;315
1;BOA VISTA;JARDIM FLORESTA;3751;MARIA TERESA MACIEL DA SILVEIRA MELO E.M.;RUA SEVERINO CAETANO DA SILVA, 310;751; ;320
1;BOA VISTA;JARDIM FLORESTA;3751;MARIA TERESA MACIEL DA SILVEIRA MELO E.M.;RUA SEVERINO CAETANO DA SILVA, 310;752; ;322
1;BOA VISTA;JARDIM FLORESTA;3751;MARIA TERESA MACIEL DA SILVEIRA MELO E.M.;RUA SEVERINO CAETANO DA SILVA, 310;753; ;314
1;BOA VISTA;JARDIM FLORESTA;3751;MARIA TERESA MACIEL DA SILVEIRA MELO E.M.;RUA SEVERINO CAETANO DA SILVA, 310;754; ;319
1;BOA VISTA;JARDIM FLORESTA;3751;MARIA TERESA MACIEL DA SILVEIRA MELO E.M.;RUA SEVERINO CAETANO DA SILVA, 310;755; ;312
1;BOA VISTA;JARDIM FLORESTA;3751;MARIA TERESA MACIEL DA SILVEIRA MELO E.M.;RUA SEVERINO CAETANO DA SILVA, 310;756; ;315
1;BOA VISTA;JARDIM FLORESTA;3751;MARIA TERESA MACIEL DA SILVEIRA MELO E.M.;RUA SEVERINO CAETANO DA SILVA, 310;757; ;321
1;BOA VISTA;JARDIM FLORESTA;3751;MARIA TERESA MACIEL DA SILVEIRA MELO E.M.;RUA SEVERINO CAETANO DA SILVA, 310;758; ;315
1;BOA VISTA;JARDIM FLORESTA;3751;MARIA TERESA MACIEL DA SILVEIRA MELO E.M.;RUA SEVERINO CAETANO DA SILVA, 310;759; ;317
1;BOA VISTA;JARDIM FLORESTA;3751;MARIA TERESA MACIEL DA SILVEIRA MELO E.M.;RUA SEVERINO CAETANO DA SILVA, 310;774; ;208
1;BOA VISTA;JOQUEI CLUBE;3522;OLAVO BRASIL FILHO E.E.P.G.;RUA LINHA FINA 310 - 3626-2291;646; ;318
1;BOA VISTA;JOQUEI CLUBE;3522;OLAVO BRASIL FILHO E.E.P.G.;RUA LINHA FINA 310 - 3626-2291;647; ;319
1;BOA VISTA;JOQUEI CLUBE;3522;OLAVO BRASIL FILHO E.E.P.G.;RUA LINHA FINA 310 - 3626-2291;648; ;322
1;BOA VISTA;JOQUEI CLUBE;3522;OLAVO BRASIL FILHO E.E.P.G.;RUA LINHA FINA 310 - 3626-2291;649; ;320
1;BOA VISTA;JOQUEI CLUBE;3522;OLAVO BRASIL FILHO E.E.P.G.;RUA LINHA FINA 310 - 3626-2291;650; ;322
1;BOA VISTA;JOQUEI CLUBE;3522;OLAVO BRASIL FILHO E.E.P.G.;RUA LINHA FINA 310 - 3626-2291;651; ;318
1;BOA VISTA;JOQUEI CLUBE;3522;OLAVO BRASIL FILHO E.E.P.G.;RUA LINHA FINA 310 - 3626-2291;652; ;322
1;BOA VISTA;JOQUEI CLUBE;3522;OLAVO BRASIL FILHO E.E.P.G.;RUA LINHA FINA 310 - 3626-2291;653; ;320
1;BOA VISTA;JOQUEI CLUBE;3522;OLAVO BRASIL FILHO E.E.P.G.;RUA LINHA FINA 310 - 3626-2291;654; ;320
1;BOA VISTA;JOQUEI CLUBE;3530;CEM - COLÉGIO ESTADUAL MILITARIZADO PEDRO ELIAS ALBUQUERQUE PEREIRA;RUA  AMETISTA, 631 - JÓQUEI CLUBE  ( CONJ. DO SERVIDOR);655; ;290
1;BOA VISTA;JOQUEI CLUBE;3530;CEM - COLÉGIO ESTADUAL MILITARIZADO PEDRO ELIAS ALBUQUERQUE PEREIRA;RUA  AMETISTA, 631 - JÓQUEI CLUBE  ( CONJ. DO SERVIDOR);656; ;298
1;BOA VISTA;JOQUEI CLUBE;3530;CEM - COLÉGIO ESTADUAL MILITARIZADO PEDRO ELIAS ALBUQUERQUE PEREIRA;RUA  AMETISTA, 631 - JÓQUEI CLUBE  ( CONJ. DO SERVIDOR);657; ;281
1;BOA VISTA;JOQUEI CLUBE;3530;CEM - COLÉGIO ESTADUAL MILITARIZADO PEDRO ELIAS ALBUQUERQUE PEREIRA;RUA  AMETISTA, 631 - JÓQUEI CLUBE  ( CONJ. DO SERVIDOR);658; ;277
1;BOA VISTA;JOQUEI CLUBE;3530;CEM - COLÉGIO ESTADUAL MILITARIZADO PEDRO ELIAS ALBUQUERQUE PEREIRA;RUA  AMETISTA, 631 - JÓQUEI CLUBE  ( CONJ. DO SERVIDOR);659; ;281
1;BOA VISTA;JOQUEI CLUBE;3530;CEM - COLÉGIO ESTADUAL MILITARIZADO PEDRO ELIAS ALBUQUERQUE PEREIRA;RUA  AMETISTA, 631 - JÓQUEI CLUBE  ( CONJ. DO SERVIDOR);660;661;338
1;BOA VISTA;JOQUEI CLUBE;3549;ANTONIO CARLOS DA SILVA NATALINO E.E.P.G.;RUA JOSE FRANCISCO, 1339;662; ;300
1;BOA VISTA;JOQUEI CLUBE;3549;ANTONIO CARLOS DA SILVA NATALINO E.E.P.G.;RUA JOSE FRANCISCO, 1339;663; ;297
1;BOA VISTA;JOQUEI CLUBE;3549;ANTONIO CARLOS DA SILVA NATALINO E.E.P.G.;RUA JOSE FRANCISCO, 1339;664; ;296
1;BOA VISTA;JOQUEI CLUBE;3549;ANTONIO CARLOS DA SILVA NATALINO E.E.P.G.;RUA JOSE FRANCISCO, 1339;665; ;294
1;BOA VISTA;JOQUEI CLUBE;3549;ANTONIO CARLOS DA SILVA NATALINO E.E.P.G.;RUA JOSE FRANCISCO, 1339;666; ;301
1;BOA VISTA;JOQUEI CLUBE;3549;ANTONIO CARLOS DA SILVA NATALINO E.E.P.G.;RUA JOSE FRANCISCO, 1339;667; ;295
1;BOA VISTA;JOQUEI CLUBE;3549;ANTONIO CARLOS DA SILVA NATALINO E.E.P.G.;RUA JOSE FRANCISCO, 1339;668; ;302
1;BOA VISTA;JOQUEI CLUBE;3549;ANTONIO CARLOS DA SILVA NATALINO E.E.P.G.;RUA JOSE FRANCISCO, 1339;669; ;299
1;BOA VISTA;JOQUEI CLUBE;3662;MENINO JESUS DE PRAGA P.E.;RUA ITAJARA, 225 - 3626-2110 / 3626-1107(PÚBLICO);723; ;319
1;BOA VISTA;JOQUEI CLUBE;3662;MENINO JESUS DE PRAGA P.E.;RUA ITAJARA, 225 - 3626-2110 / 3626-1107(PÚBLICO);724; ;322
1;BOA VISTA;JOQUEI CLUBE;3662;MENINO JESUS DE PRAGA P.E.;RUA ITAJARA, 225 - 3626-2110 / 3626-1107(PÚBLICO);725; ;319
1;BOA VISTA;JOQUEI CLUBE;3662;MENINO JESUS DE PRAGA P.E.;RUA ITAJARA, 225 - 3626-2110 / 3626-1107(PÚBLICO);726; ;312
1;BOA VISTA;JOQUEI CLUBE;3662;MENINO JESUS DE PRAGA P.E.;RUA ITAJARA, 225 - 3626-2110 / 3626-1107(PÚBLICO);728; ;317
1;BOA VISTA;JOQUEI CLUBE;3689;JOQUEI CLUBE E. M.;RUA PROFESSOR VALDECIR BOTOSI, S/N;734;735;217
1;BOA VISTA;LIBERDADE;1210;CAMILO DIAS E.E.PROF.;RUA TENENTE GUIMARAES, 382;28; ;294
1;BOA VISTA;LIBERDADE;1210;CAMILO DIAS E.E.PROF.;RUA TENENTE GUIMARAES, 382;29; ;293
1;BOA VISTA;LIBERDADE;1210;CAMILO DIAS E.E.PROF.;RUA TENENTE GUIMARAES, 382;30; ;291
1;BOA VISTA;LIBERDADE;1210;CAMILO DIAS E.E.PROF.;RUA TENENTE GUIMARAES, 382;31; ;290
1;BOA VISTA;LIBERDADE;1210;CAMILO DIAS E.E.PROF.;RUA TENENTE GUIMARAES, 382;239; ;292
1;BOA VISTA;LIBERDADE;1210;CAMILO DIAS E.E.PROF.;RUA TENENTE GUIMARAES, 382;410; ;292
1;BOA VISTA;LIBERDADE;1210;CAMILO DIAS E.E.PROF.;RUA TENENTE GUIMARAES, 382;476; ;289
1;BOA VISTA;LIBERDADE;1210;CAMILO DIAS E.E.PROF.;RUA TENENTE GUIMARAES, 382;520; ;295
1;BOA VISTA;LIBERDADE;2887;VOVÔ DANDÃE E.M.;AVENIDA ATAIDE TEIVE, N. 2445;32;251;377
1;BOA VISTA;LIBERDADE;2887;VOVÔ DANDÃE E.M.;AVENIDA ATAIDE TEIVE, N. 2445;307;357;374
1;BOA VISTA;LIBERDADE;2887;VOVÔ DANDÃE E.M.;AVENIDA ATAIDE TEIVE, N. 2445;518; ;312
1;BOA VISTA;MECEJANA;1279;ANA LIBORIA E.E.;AV. VENEZUELA , S/N  - MECEJANA;39; ;351
1;BOA VISTA;MECEJANA;1279;ANA LIBORIA E.E.;AV. VENEZUELA , S/N  - MECEJANA;40; ;353
1;BOA VISTA;MECEJANA;1279;ANA LIBORIA E.E.;AV. VENEZUELA , S/N  - MECEJANA;41; ;351
1;BOA VISTA;MECEJANA;1279;ANA LIBORIA E.E.;AV. VENEZUELA , S/N  - MECEJANA;409; ;348
1;BOA VISTA;MECEJANA;1279;ANA LIBORIA E.E.;AV. VENEZUELA , S/N  - MECEJANA;487;795;368
1;BOA VISTA;MECEJANA;1279;ANA LIBORIA E.E.;AV. VENEZUELA , S/N  - MECEJANA;525; ;349
1;BOA VISTA;MECEJANA;1279;ANA LIBORIA E.E.;AV. VENEZUELA , S/N  - MECEJANA;531; ;347
1;BOA VISTA;MECEJANA;1279;ANA LIBORIA E.E.;AV. VENEZUELA , S/N  - MECEJANA;781; ;343
1;BOA VISTA;MECEJANA;1279;ANA LIBORIA E.E.;AV. VENEZUELA , S/N  - MECEJANA;793; ;349
1;BOA VISTA;MECEJANA;2682;FRANCISCA ÉLZIKA DE SOUZA COÊLHO E.E.PROFª.;RUA DOM PEDRO I , N. 1899;38; ;317
1;BOA VISTA;MECEJANA;2682;FRANCISCA ÉLZIKA DE SOUZA COÊLHO E.E.PROFª.;RUA DOM PEDRO I , N. 1899;289; ;312
1;BOA VISTA;MECEJANA;2682;FRANCISCA ÉLZIKA DE SOUZA COÊLHO E.E.PROFª.;RUA DOM PEDRO I , N. 1899;315; ;315
1;BOA VISTA;MECEJANA;2682;FRANCISCA ÉLZIKA DE SOUZA COÊLHO E.E.PROFª.;RUA DOM PEDRO I , N. 1899;334; ;316
1;BOA VISTA;MECEJANA;2682;FRANCISCA ÉLZIKA DE SOUZA COÊLHO E.E.PROFª.;RUA DOM PEDRO I , N. 1899;367; ;310
1;BOA VISTA;MECEJANA;3123;SETRABES - SECRETARIA DO TRABALHO E BEM-ESTAR SOCIAL;AVENIDA MARIO HOMEM DE MELO, N. 2310;35;36;361
1;BOA VISTA;MECEJANA;3123;SETRABES - SECRETARIA DO TRABALHO E BEM-ESTAR SOCIAL;AVENIDA MARIO HOMEM DE MELO, N. 2310;37;182;357
1;BOA VISTA;MECEJANA;3123;SETRABES - SECRETARIA DO TRABALHO E BEM-ESTAR SOCIAL;AVENIDA MARIO HOMEM DE MELO, N. 2310;252;496;355
1;BOA VISTA;MECEJANA;3123;SETRABES - SECRETARIA DO TRABALHO E BEM-ESTAR SOCIAL;AVENIDA MARIO HOMEM DE MELO, N. 2310;288; ;180
1;BOA VISTA;PARAVIANA;2305;VITORIA MOTA CRUZ;RUA ZACARIAS MENDES RIBEIRO 1344;223; ;273
1;BOA VISTA;PARAVIANA;2305;VITORIA MOTA CRUZ;RUA ZACARIAS MENDES RIBEIRO 1344;317; ;270
1;BOA VISTA;PARAVIANA;2305;VITORIA MOTA CRUZ;RUA ZACARIAS MENDES RIBEIRO 1344;382; ;273
1;BOA VISTA;PARAVIANA;2305;VITORIA MOTA CRUZ;RUA ZACARIAS MENDES RIBEIRO 1344;416; ;271
1;BOA VISTA;PARAVIANA;2305;VITORIA MOTA CRUZ;RUA ZACARIAS MENDES RIBEIRO 1344;467; ;275
1;BOA VISTA;PRICUMA;1333;DOM JOSE NEPOTE E.E.;AV. VIA DAS FLORES, N. 1111;43; ;335
1;BOA VISTA;PRICUMA;1333;DOM JOSE NEPOTE E.E.;AV. VIA DAS FLORES, N. 1111;170; ;334
1;BOA VISTA;PRICUMA;1333;DOM JOSE NEPOTE E.E.;AV. VIA DAS FLORES, N. 1111;407; ;337
1;BOA VISTA;PRICUMA;1333;DOM JOSE NEPOTE E.E.;AV. VIA DAS FLORES, N. 1111;522; ;334
1;BOA VISTA;PRICUMA;1333;DOM JOSE NEPOTE E.E.;AV. VIA DAS FLORES, N. 1111;553; ;337
1;BOA VISTA;PRICUMA;2275;CARLOS DRUMOND DE ANDRADE E.E.;RUA  PASTOR ALMIR NOGUEIRA GUERRA, N. 150;181; ;340
1;BOA VISTA;PRICUMA;2275;CARLOS DRUMOND DE ANDRADE E.E.;RUA  PASTOR ALMIR NOGUEIRA GUERRA, N. 150;221;768;323
1;BOA VISTA;PRICUMA;2275;CARLOS DRUMOND DE ANDRADE E.E.;RUA  PASTOR ALMIR NOGUEIRA GUERRA, N. 150;268; ;285
1;BOA VISTA;PRICUMA;2275;CARLOS DRUMOND DE ANDRADE E.E.;RUA  PASTOR ALMIR NOGUEIRA GUERRA, N. 150;290; ;284
1;BOA VISTA;PRICUMA;2275;CARLOS DRUMOND DE ANDRADE E.E.;RUA  PASTOR ALMIR NOGUEIRA GUERRA, N. 150;316; ;286
1;BOA VISTA;PRICUMA;2275;CARLOS DRUMOND DE ANDRADE E.E.;RUA  PASTOR ALMIR NOGUEIRA GUERRA, N. 150;460; ;285
1;BOA VISTA;PRICUMA;3050;I.F.R.R. INSTITUTO FEDERAL DE EDUC., CIÊNCIA E TECNOLOGIA DE RORAIMA;AVENIDA GLAYCON DE PAIVA, N. 2496;44; ;333
1;BOA VISTA;PRICUMA;3050;I.F.R.R. INSTITUTO FEDERAL DE EDUC., CIÊNCIA E TECNOLOGIA DE RORAIMA;AVENIDA GLAYCON DE PAIVA, N. 2496;45; ;340
1;BOA VISTA;PRICUMA;3050;I.F.R.R. INSTITUTO FEDERAL DE EDUC., CIÊNCIA E TECNOLOGIA DE RORAIMA;AVENIDA GLAYCON DE PAIVA, N. 2496;200; ;335
1;BOA VISTA;PRICUMA;3050;I.F.R.R. INSTITUTO FEDERAL DE EDUC., CIÊNCIA E TECNOLOGIA DE RORAIMA;AVENIDA GLAYCON DE PAIVA, N. 2496;458; ;326
1;BOA VISTA;PRICUMA;3050;I.F.R.R. INSTITUTO FEDERAL DE EDUC., CIÊNCIA E TECNOLOGIA DE RORAIMA;AVENIDA GLAYCON DE PAIVA, N. 2496;512; ;336
1;BOA VISTA;PRICUMA;3050;I.F.R.R. INSTITUTO FEDERAL DE EDUC., CIÊNCIA E TECNOLOGIA DE RORAIMA;AVENIDA GLAYCON DE PAIVA, N. 2496;532; ;334
1;BOA VISTA;PRICUMA;3050;I.F.R.R. INSTITUTO FEDERAL DE EDUC., CIÊNCIA E TECNOLOGIA DE RORAIMA;AVENIDA GLAYCON DE PAIVA, N. 2496;792; ;108
1;BOA VISTA;PRICUMA;3786;FUNDAÇÃO UNIVERSIDADE VIRTUAL DE RORAIMA-UNIVIRR;RUA ALAMEDA DOS BAMBUS, 525;333; ;261
1;BOA VISTA;PRICUMA;3786;FUNDAÇÃO UNIVERSIDADE VIRTUAL DE RORAIMA-UNIVIRR;RUA ALAMEDA DOS BAMBUS, 525;389; ;262
1;BOA VISTA;SAO FRANCISCO;1376;S.E.A.P.A. SECRETARIA DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO;RUA GENERAL PENHA BRASIL, 1121;46; ;243
1;BOA VISTA;SAO FRANCISCO;1376;S.E.A.P.A. SECRETARIA DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO;RUA GENERAL PENHA BRASIL, 1121;47; ;242
1;BOA VISTA;SAO FRANCISCO;1376;S.E.A.P.A. SECRETARIA DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO;RUA GENERAL PENHA BRASIL, 1121;104; ;241
1;BOA VISTA;SAO FRANCISCO;1376;S.E.A.P.A. SECRETARIA DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO;RUA GENERAL PENHA BRASIL, 1121;105; ;243
1;BOA VISTA;SAO FRANCISCO;1376;S.E.A.P.A. SECRETARIA DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO;RUA GENERAL PENHA BRASIL, 1121;201; ;238
1;BOA VISTA;SAO FRANCISCO;1392;COSTA E SILVA E.E. PRESIDENTE;RUA DOUTOR ARNALDO BRANDÃO, 777;48; ;289
1;BOA VISTA;SAO FRANCISCO;1392;COSTA E SILVA E.E. PRESIDENTE;RUA DOUTOR ARNALDO BRANDÃO, 777;49; ;290
1;BOA VISTA;SAO FRANCISCO;1392;COSTA E SILVA E.E. PRESIDENTE;RUA DOUTOR ARNALDO BRANDÃO, 777;50; ;286
1;BOA VISTA;SAO FRANCISCO;1392;COSTA E SILVA E.E. PRESIDENTE;RUA DOUTOR ARNALDO BRANDÃO, 777;171; ;288
1;BOA VISTA;SAO FRANCISCO;1392;COSTA E SILVA E.E. PRESIDENTE;RUA DOUTOR ARNALDO BRANDÃO, 777;475; ;286
1;BOA VISTA;SAO FRANCISCO;1627;CENTRO DE ESTUDOS TECNOLÓGICO ''MARIA DA GLORIA'';AVENIDA SANTOS DUMONT, 1917;70; ;240
1;BOA VISTA;SAO FRANCISCO;1627;CENTRO DE ESTUDOS TECNOLÓGICO ''MARIA DA GLORIA'';AVENIDA SANTOS DUMONT, 1917;71; ;248
1;BOA VISTA;SAO FRANCISCO;1627;CENTRO DE ESTUDOS TECNOLÓGICO ''MARIA DA GLORIA'';AVENIDA SANTOS DUMONT, 1917;72; ;237
1;BOA VISTA;SAO FRANCISCO;1627;CENTRO DE ESTUDOS TECNOLÓGICO ''MARIA DA GLORIA'';AVENIDA SANTOS DUMONT, 1917;73; ;248
1;BOA VISTA;SAO FRANCISCO;1627;CENTRO DE ESTUDOS TECNOLÓGICO ''MARIA DA GLORIA'';AVENIDA SANTOS DUMONT, 1917;204; ;241
1;BOA VISTA;SAO FRANCISCO;1627;CENTRO DE ESTUDOS TECNOLÓGICO ''MARIA DA GLORIA'';AVENIDA SANTOS DUMONT, 1917;341; ;243
1;BOA VISTA;SAO FRANCISCO;1627;CENTRO DE ESTUDOS TECNOLÓGICO ''MARIA DA GLORIA'';AVENIDA SANTOS DUMONT, 1917;486; ;238
1;BOA VISTA;SAO FRANCISCO;1627;CENTRO DE ESTUDOS TECNOLÓGICO ''MARIA DA GLORIA'';AVENIDA SANTOS DUMONT, 1917;534; ;221
1;BOA VISTA;SAO FRANCISCO;1627;CENTRO DE ESTUDOS TECNOLÓGICO ''MARIA DA GLORIA'';AVENIDA SANTOS DUMONT, 1917;567; ;219
1;BOA VISTA;SAO FRANCISCO;2291;DIVA ALVES DE LIMA E.E.PROFª.;RUA PADRE CALLERI, 276;222; ;274
1;BOA VISTA;SAO FRANCISCO;2291;DIVA ALVES DE LIMA E.E.PROFª.;RUA PADRE CALLERI, 276;241; ;275
1;BOA VISTA;SAO FRANCISCO;2291;DIVA ALVES DE LIMA E.E.PROFª.;RUA PADRE CALLERI, 276;345; ;277
1;BOA VISTA;SAO FRANCISCO;2291;DIVA ALVES DE LIMA E.E.PROFª.;RUA PADRE CALLERI, 276;381; ;275
1;BOA VISTA;SAO PEDRO;1503;C.A.P.-D.V. CENTRO DE APOIO AS PESSOAS COM DEFICIÊNCIA VISUAL;AVENIDA SANTOS DUMONT, 439;52; ;302
1;BOA VISTA;SAO PEDRO;1503;C.A.P.-D.V. CENTRO DE APOIO AS PESSOAS COM DEFICIÊNCIA VISUAL;AVENIDA SANTOS DUMONT, 439;54; ;300
1;BOA VISTA;SAO PEDRO;1503;C.A.P.-D.V. CENTRO DE APOIO AS PESSOAS COM DEFICIÊNCIA VISUAL;AVENIDA SANTOS DUMONT, 439;55; ;296
1;BOA VISTA;SAO PEDRO;1503;C.A.P.-D.V. CENTRO DE APOIO AS PESSOAS COM DEFICIÊNCIA VISUAL;AVENIDA SANTOS DUMONT, 439;77; ;300
1;BOA VISTA;SAO PEDRO;1503;C.A.P.-D.V. CENTRO DE APOIO AS PESSOAS COM DEFICIÊNCIA VISUAL;AVENIDA SANTOS DUMONT, 439;183; ;302
1;BOA VISTA;SAO VICENTE;1511;SAO VICENTE DE PAULA E.E.;AV. N.S. DA CONSOLATA, 2772;58; ;332
1;BOA VISTA;SAO VICENTE;1511;SAO VICENTE DE PAULA E.E.;AV. N.S. DA CONSOLATA, 2772;59; ;328
1;BOA VISTA;SAO VICENTE;1511;SAO VICENTE DE PAULA E.E.;AV. N.S. DA CONSOLATA, 2772;418; ;329
1;BOA VISTA;SAO VICENTE;1511;SAO VICENTE DE PAULA E.E.;AV. N.S. DA CONSOLATA, 2772;477; ;322
1;BOA VISTA;SAO VICENTE;1511;SAO VICENTE DE PAULA E.E.;AV. N.S. DA CONSOLATA, 2772;519; ;330
1;BOA VISTA;SAO VICENTE;1511;SAO VICENTE DE PAULA E.E.;AV. N.S. DA CONSOLATA, 2772;528; ;326
1;BOA VISTA;SAO VICENTE;1511;SAO VICENTE DE PAULA E.E.;AV. N.S. DA CONSOLATA, 2772;548; ;324
1;BOA VISTA;SAO VICENTE;1511;SAO VICENTE DE PAULA E.E.;AV. N.S. DA CONSOLATA, 2772;552; ;329
1;BOA VISTA;SAO VICENTE;3301;FREI ARTHUR AGOSTINI E.M.;AV. SURUMU, 1905;60;61;246
1;BOA VISTA;SAO VICENTE;3301;FREI ARTHUR AGOSTINI E.M.;AV. SURUMU, 1905;202;214;395
1;BOA VISTA;SAO VICENTE;3301;FREI ARTHUR AGOSTINI E.M.;AV. SURUMU, 1905;203;62 - 568;293
1;BOA VISTA;SAO VICENTE;3301;FREI ARTHUR AGOSTINI E.M.;AV. SURUMU, 1905;262;565 - 570;268
1;BOA VISTA;SAO VICENTE;3808;CADEIA PÚBLICA DE RORAIMA;AV. BENJAMIN COSNTANT;797; ;0
